District,Block,Village,Avg_Actual_2024,Avg_Predicted_2024,Avg_Predicted_2025,Avg_Difference,Avg_Abs_Difference,Risk_Level
Pune Baramati Undavri,Kade,Pathar,6.65,5.732,6.136,-0.601,1.424,MODERATE
Pune Haveli,Shivpur,Khed,6.65,5.864,6.285,-0.621,1.404,MODERATE
Pune Haveli,Uruli,Kanchan,6.65,6.143,6.456,-1.262,1.262,MODERATE
Pune Indapur,Loni,Deokar,6.65,5.606,5.827,-0.486,1.538,MODERATE
Pune Junnar,Pangai,Mata,6.65,7.266,7.696,-1.765,1.765,MODERATE
Pune Khed,Rajgurnagar,(Khed),6.65,5.167,5.274,-0.432,1.594,MODERATE
Pune Pune,City,Daund,6.65,5.487,5.617,-0.459,1.566,MODERATE
Pune Pune,City,Hadapsar,6.65,5.487,5.617,-0.459,1.566,MODERATE
Pune Pune,City,Kalas,6.65,5.633,5.886,-0.499,1.526,MODERATE
Pune Pune,City,Khadki,6.65,5.552,5.766,-0.486,1.538,MODERATE
Pune Pune,City,Pune,6.65,5.982,6.261,-0.584,1.44,MODERATE
Pune Pune City,Wadgaon,Sheri,6.65,6.814,7.047,-1.54,1.54,MODERATE
Pune Purandar Pangre,Sailar,Basti,6.65,5.965,6.286,-0.722,1.303,MODERATE
Pune Purandar Pimpri,(Kh),Malvasti,6.65,6.428,6.707,-0.829,1.196,MODERATE
Raigad,Alibag,Alibag,1.61,2.657,2.722,-1.578,1.578,SAFE
Raigad,Alibag,Bilji (Umta),2.45,2.635,2.602,-0.77,0.907,SAFE
Raigad,Alibag,Kude,3.55,3.306,3.44,-0.908,0.908,SAFE
Raigad,Alibag,Nagaon,1.48,2.496,2.319,-1.564,1.564,SAFE
Raigad,Alibag,Poynad,2.325,2.73,2.942,-0.94,1.224,SAFE
Raigad,Alibag,Vadva Bk,2.835,3.145,3.136,-1.676,1.676,SAFE
Raigad,Alibag,Valvade Shababaj,1.77,3.47,3.366,-3.414,3.414,MODERATE
Raigad,Karjat,Chinchawali,3.16,2.904,2.869,-0.766,2.026,MODERATE
Raigad,Karjat,Hudhre Budruk (Karjat),0.99,2.028,2.235,-1.411,1.411,SAFE
Raigad,Karjat,Neral,2.015,2.447,2.591,-1.064,1.064,SAFE
Raigad,Khalapur,Hatanoli,1.475,2.559,2.447,-1.888,1.888,SAFE
Raigad,Khalapur,Kargaon,3.87,2.938,2.949,0.024,0.367,SAFE
Raigad,Khalapur,Khalapur,3.6,3.655,4.377,-0.42,0.42,SAFE
Raigad,Mahad,Boregaon,1.875,2.456,2.754,-1.223,1.43,SAFE
Raigad,Mahad,Dasgaon,1.05,2.713,2.789,-2.093,2.093,MODERATE
Raigad,Mahad,Kembulde,2.015,2.479,2.597,-1.128,1.128,SAFE
Raigad,Mahad,Lohare,2.835,2.906,3.129,-1.156,1.156,SAFE
Raigad,Mahad,Sochinde,1.25,2.589,2.347,-1.748,1.748,SAFE
Raigad,Mahad,Varandha,3.68,3.116,3.574,-0.077,0.133,SAFE
Raigad,Mangaon,Borle,1.925,2.812,2.89,-1.336,1.95,SAFE
Raigad,Mangaon,Chandore,4.165,3.495,4.182,-0.447,1.374,SAFE
Raigad,Mangaon,Indapur,0.6,2.492,2.396,-2.074,2.074,MODERATE
Raigad,Mangaon,Kumbharcha Kosta Bk,2.155,2.784,3.065,-1.671,1.671,SAFE
Raigad,Mangaon,Temple,2.015,2.443,2.591,-1.056,1.056,SAFE
Raigad,Mangaon,Varaigaon,2.015,2.447,2.591,-1.064,1.064,SAFE
Raigad,Mhasala,Kelte,1.745,2.092,2.254,-0.775,0.775,SAFE
Raigad,Mhasala,Khamgaon,8.06,4.493,5.196,2.577,3.456,MODERATE
Raigad,Mhasala,Madegaon,1.86,3.031,3.058,-1.942,1.942,SAFE
Raigad,Murud,Khutal,4.395,2.546,2.758,1.408,1.408,SAFE
Raigad,Murud,Murud,1.75,2.361,2.408,-1.372,1.372,SAFE
Raigad,Murud,Usroli,2.015,2.694,2.923,-1.453,1.453,SAFE
Raigad,Panvel,Ajivali,2.015,2.447,2.591,-1.064,1.064,SAFE
Raigad,Panvel,Chinchpara,1.91,2.67,2.589,-1.368,1.368,SAFE
Raigad,Panvel,Chinchwad,5.535,3.554,4.021,0.491,0.491,SAFE
Raigad,Panvel,Navade,3.24,3.287,3.697,-0.986,0.986,SAFE
Raigad,Panvel,Targhar,2.015,2.374,2.602,-0.92,0.966,SAFE
Raigad,Pen,Jite,0.45,1.678,1.847,-1.486,1.486,SAFE
Raigad,Pen,Sapoli Pimpalgaon,0.625,2.284,2.373,-2.136,2.136,MODERATE
Raigad,Pen,Vadkhal,1.275,2.058,2.183,-1.096,1.096,SAFE
Raigad,Pen,Veshwi,5.45,4.109,4.351,-0.278,0.278,SAFE
Raigad,Poladpur,Poladpur,5.305,5.334,5.069,-1.87,2.71,MODERATE
Raigad,Roha,Amdoshi,3.225,2.662,2.598,-0.364,0.732,SAFE
Raigad,Roha,Dapoli,2.475,2.531,2.852,-0.479,0.82,SAFE
Raigad,Roha,Kharapati,3.0,2.725,2.76,-0.297,0.297,SAFE
Raigad,Roha,Khari,2.135,2.615,2.811,-0.924,1.376,SAFE
Raigad,Roha,Nagothan,2.015,2.49,2.595,-1.15,1.15,SAFE
Raigad,Roha,Phugaon,0.875,2.032,2.014,-1.466,1.466,SAFE
Raigad,Roha,Shedsai,1.31,2.26,2.359,-1.4,1.4,SAFE
Raigad,Roha,Shenvai,4.975,3.627,4.159,0.063,0.267,SAFE
Raigad,Roha,Shetpalas,2.95,2.638,3.161,-0.231,0.734,SAFE
Raigad,Roha,Wakhan Phata,1.22,2.392,2.5,-1.749,1.749,SAFE
Raigad,Shrivardhan,Saigaon Govalwadi,2.865,2.477,2.558,-0.015,0.44,SAFE
Raigad,Shrivardhan,Shriwardhan,1.4,2.433,2.755,-1.65,1.65,SAFE
Raigad,Sudhagad,Pali,1.0,1.863,2.154,-1.153,1.153,SAFE
Raigad,Sudhagad,Pedli,3.865,2.872,3.501,0.591,0.591,SAFE
Raigad,Sudhagad,Sukeli,1.755,2.943,2.79,-2.09,2.371,MODERATE
Raigad,Uran,Mottijui,1.115,2.57,2.446,-2.19,2.19,MODERATE
Raigad,Uran,Uran,0.3,1.873,2.136,-1.52,1.52,SAFE
Raigad Alibag,Bilji,(Umta),6.65,5.344,5.52,-0.463,1.562,MODERATE
Raigad Alibag,Vadva,Bk,6.65,5.27,5.458,-0.459,1.566,MODERATE
Raigad Alibag,Valvade,Shababaj,6.65,5.426,5.652,-0.463,1.562,MODERATE
Raigad Karjat Hudhre,Budruk,(Karjat),6.65,5.232,5.242,-0.432,1.594,MODERATE
Raigad Mangaon Kumbharcha,Kosta,Bk,6.65,5.171,5.311,-0.441,1.584,MODERATE
Raigad Pen,Sapoli,Pimpalgaon,6.65,5.531,5.529,-0.432,1.594,MODERATE
Raigad Roha,Wakhan,Phata,6.65,5.494,5.566,-0.441,1.584,MODERATE
Raigad Shrivardhan,Saigaon,Govalwadi,6.65,5.361,5.617,-0.486,1.538,MODERATE
Ratnagiri,Chipalun,Abitgaon,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Chipalun,Agave,2.95,3.292,3.052,-1.042,1.042,SAFE
Ratnagiri,Chipalun,Chipalun,1.55,2.244,2.302,-1.185,1.185,SAFE
Ratnagiri,Chipalun,Dugvay,4.025,3.798,4.324,-0.186,1.004,SAFE
Ratnagiri,Chipalun,Kamathe,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Chipalun,Manki,3.025,2.37,2.328,-0.039,0.411,SAFE
Ratnagiri,Chipalun,Pachad,2.425,2.27,2.103,-0.288,0.608,SAFE
Ratnagiri,Chipalun,Pophali,4.41,5.975,6.022,-3.151,3.151,MODERATE
Ratnagiri,Chipalun,Shirgaon,8.2,7.818,8.177,-0.828,1.049,MODERATE
Ratnagiri,Chipalun,Unroli,6.3,4.954,5.347,0.24,0.24,MODERATE
Ratnagiri,Chipalun,Valops Pudhwadi,3.5,3.364,3.826,-0.151,0.194,SAFE
Ratnagiri,Dapoli,Dabhol,4.95,4.621,4.948,0.001,0.328,SAFE
Ratnagiri,Dapoli,Dapoli,6.475,7.224,7.439,-2.11,2.11,MODERATE
Ratnagiri,Dapoli,Jalgaon,12.425,9.823,9.986,0.796,0.796,MODERATE
Ratnagiri,Dapoli,Karanjani,11.265,5.81,6.597,3.905,3.905,MODERATE
Ratnagiri,Dapoli,Mugij,6.675,5.782,5.741,0.598,0.598,MODERATE
Ratnagiri,Dapoli,Talsure,1.55,2.091,2.019,-0.732,0.85,SAFE
Ratnagiri,Dapoli,Vakarli,3.75,3.218,3.472,-0.29,0.38,SAFE
Ratnagiri,Dapoli,Visapur,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Guhagar,Abloli,4.96,5.89,5.776,-2.422,2.422,MODERATE
Ratnagiri,Guhagar,Devghar,6.0,5.442,5.683,0.134,0.134,MODERATE
Ratnagiri,Guhagar,Guhagar,1.9,2.256,2.57,-1.078,1.078,SAFE
Ratnagiri,Guhagar,Kotluk,6.625,4.964,5.363,0.627,0.673,MODERATE
Ratnagiri,Guhagar,Pimper,7.5,6.491,6.596,0.412,0.412,MODERATE
Ratnagiri,Guhagar,Shingartale,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Guhagar,Shivane,15.75,8.74,9.751,5.986,5.986,HIGH
Ratnagiri,Guhagar,Shringartale,7.175,6.056,6.326,0.265,0.468,MODERATE
Ratnagiri,Khed,Atlote,7.1,5.834,5.765,1.209,1.209,MODERATE
Ratnagiri,Khed,Awasi,5.6,5.116,5.648,-0.94,0.94,MODERATE
Ratnagiri,Khed,Dasturi,2.7,2.61,2.763,-0.674,0.674,SAFE
Ratnagiri,Khed,Dhamnand,9.1,5.927,5.788,2.42,3.182,MODERATE
Ratnagiri,Khed,Dhamni,4.5,3.375,3.459,-0.017,0.544,SAFE
Ratnagiri,Khed,Kalambani Bk,5.63,4.934,5.119,-0.022,0.112,MODERATE
Ratnagiri,Khed,Kalvane,3.5,3.771,4.01,-0.589,0.589,SAFE
Ratnagiri,Khed,Kashadi,5.1,5.15,5.252,-1.346,1.346,MODERATE
Ratnagiri,Khed,Khed,5.95,4.918,5.495,0.424,0.424,MODERATE
Ratnagiri,Khed,Khopi,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Khed,Lote,8.8,5.592,5.828,2.724,2.724,MODERATE
Ratnagiri,Khed,Oni,9.575,7.318,8.169,-0.371,1.818,MODERATE
Ratnagiri,Khed,Saveni,1.8,4.424,4.588,-2.878,2.878,MODERATE
Ratnagiri,Khed,Tetavli (Kadamvadi),7.8,7.078,7.626,-1.252,3.458,MODERATE
Ratnagiri,Khed,Veral,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Khed,Visapur,5.95,4.507,5.112,0.344,0.344,MODERATE
Ratnagiri,Khed,Wave,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Lanja,Aagave,14.905,5.522,5.613,8.828,8.828,CRITICAL
Ratnagiri,Lanja,Aasage,13.95,5.628,5.886,7.874,7.874,HIGH
Ratnagiri,Lanja,Devghe,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Lanja,Gawane,5.0,5.322,5.512,-0.758,1.16,MODERATE
Ratnagiri,Lanja,Morewadi(Agave),14.25,12.365,12.648,1.231,1.35,HIGH
Ratnagiri,Lanja,Vankhed,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Mandangad,Bhingloli,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Mandangad,Kumble,3.6,2.935,3.091,-0.11,0.11,SAFE
Ratnagiri,Mandangad,Mahapral,4.125,2.752,3.327,0.705,0.705,SAFE
Ratnagiri,Mandangad,Mandangad,4.95,5.348,5.473,-1.636,1.636,MODERATE
Ratnagiri,Mandangad,Mandangarh,5.95,5.754,5.577,-0.945,0.945,MODERATE
Ratnagiri,Mandangad,Pat,14.905,5.522,5.613,8.828,8.828,CRITICAL
Ratnagiri,Mandangad,Shirgaon,6.1,5.504,5.904,-0.236,2.198,MODERATE
Ratnagiri,Rajapur,Dattawadi,12.6,11.8,12.223,-0.187,0.187,HIGH
Ratnagiri,Rajapur,Dhartale,6.325,6.656,6.94,-2.057,3.094,MODERATE
Ratnagiri,Rajapur,Hatiwale,12.525,10.472,10.66,1.183,1.487,HIGH
Ratnagiri,Rajapur,Jaitapur,2.675,2.865,3.344,-0.91,0.91,SAFE
Ratnagiri,Rajapur,Kalasavali,14.905,5.522,5.613,8.828,8.828,CRITICAL
Ratnagiri,Rajapur,Kasheli,2.75,3.092,3.188,-0.922,1.04,SAFE
Ratnagiri,Rajapur,Kombe,5.15,4.204,4.311,-0.167,0.321,SAFE
Ratnagiri,Rajapur,Oni,5.85,5.67,5.654,-1.606,2.12,MODERATE
Ratnagiri,Rajapur,Padve,14.905,5.522,5.613,8.828,8.828,CRITICAL
Ratnagiri,Rajapur,Raipatan,5.95,5.28,5.89,-0.412,0.412,MODERATE
Ratnagiri,Rajapur,Rajapur,13.82,12.314,12.485,0.604,0.604,HIGH
Ratnagiri,Rajapur,Sagve,5.75,5.17,5.302,-0.326,0.418,MODERATE
Ratnagiri,Rajapur,Solgaon,3.5,3.456,3.479,-1.052,1.052,SAFE
Ratnagiri,Ratnagiri,Chape Kathawadi,9.6,5.621,6.8,3.396,3.396,MODERATE
Ratnagiri,Ratnagiri,Ganapati Pule,16.2,11.352,11.208,1.702,1.702,HIGH
Ratnagiri,Ratnagiri,Jaigarh,19.65,15.642,15.002,1.546,1.546,CRITICAL
Ratnagiri,Ratnagiri,Jakadevi,13.625,10.15,10.132,2.087,2.087,HIGH
Ratnagiri,Ratnagiri,Kapadgaon,11.2,5.548,5.744,5.124,5.124,HIGH
Ratnagiri,Ratnagiri,Khalgaon,9.7,5.602,5.874,3.624,3.624,MODERATE
Ratnagiri,Ratnagiri,Khandala Satwade,6.575,4.691,5.096,0.805,0.805,MODERATE
Ratnagiri,Ratnagiri,Lanjuka Sada,12.15,9.226,9.413,0.637,1.714,MODERATE
Ratnagiri,Ratnagiri,Pali,12.525,9.215,9.759,1.611,1.611,MODERATE
Ratnagiri,Ratnagiri,Pawas,2.9,4.008,4.11,-2.148,2.148,MODERATE
Ratnagiri,Ratnagiri,Pomendi (Kh),8.9,7.615,7.814,-1.504,2.198,MODERATE
Ratnagiri,Ratnagiri,Ratnagiri,1.7,1.862,2.061,-0.786,0.988,SAFE
Ratnagiri,Ratnagiri,Varewadi,5.55,4.679,4.76,0.341,0.37,SAFE
Ratnagiri,Sangmeshwar,Ambed Budruk,3.2,4.154,4.463,-1.172,1.172,SAFE
Ratnagiri,Sangmeshwar,Aravali,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Sangmeshwar,Dabhola,8.575,5.886,6.397,1.5,1.5,MODERATE
Ratnagiri,Sangmeshwar,Devrukh,5.4,6.324,6.135,-2.535,2.535,MODERATE
Ratnagiri,Sangmeshwar,Dhamni,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Sangmeshwar,Karanjari,6.025,8.279,7.788,-2.798,2.798,MODERATE
Ratnagiri,Sangmeshwar,Kosumb,14.905,5.522,5.613,8.828,8.828,CRITICAL
Ratnagiri,Sangmeshwar,Muchari (Bhatadewadi),5.95,5.936,6.219,-0.838,0.838,MODERATE
Ratnagiri,Sangmeshwar,Niwali,5.95,5.194,5.556,-0.126,0.217,MODERATE
Ratnagiri,Sangmeshwar,Sakarpa,7.75,7.896,8.154,-1.289,1.289,MODERATE
Ratnagiri,Sangmeshwar,Sakharpa,7.85,5.511,5.761,1.774,1.774,MODERATE
Ratnagiri Chipalun,Valops,Pudhwadi,6.65,5.131,5.283,-0.441,1.584,MODERATE
Ratnagiri Khed,Tetavli,(Kadamvadi),6.65,6.388,6.669,-0.8,1.226,MODERATE
Ratnagiri Ratnagiri,Chape,Kathawadi,6.65,5.994,6.346,-0.584,1.44,MODERATE
Ratnagiri Ratnagiri,Ganapati,Pule,6.65,8.82,9.106,-1.714,1.714,MODERATE
Ratnagiri Ratnagiri,Khandala,Satwade,6.65,5.908,6.228,-0.584,1.44,MODERATE
Ratnagiri Ratnagiri,Lanjuka,Sada,6.65,8.323,8.663,-1.765,1.765,MODERATE
Ratnagiri Ratnagiri,Pomendi,(Kh),6.65,7.898,8.34,-1.732,1.732,MODERATE
Ratnagiri Sangmeshwar,Ambed,Budruk,6.65,5.588,5.884,-0.518,1.507,MODERATE
Ratnagiri Sangmeshwar,Muchari,(Bhatadewadi),6.65,6.362,6.673,-0.8,1.226,MODERATE
Sangli,Atpadi,Atpadi,3.6,4.227,4.426,-1.196,2.094,MODERATE
Sangli,Atpadi,Kargani,3.6,3.672,3.906,-0.67,1.736,SAFE
Sangli,Atpadi,Umbargaon,4.05,3.828,4.198,-0.32,0.32,SAFE
Sangli,Atpadi,Vibhutwadi,9.8,6.674,7.386,2.98,2.98,MODERATE
Sangli,Jath,Asangi Turk,15.28,6.313,7.543,6.712,13.66,CRITICAL
Sangli,Jath,Bevanur,14.355,4.838,5.108,9.326,9.664,CRITICAL
Sangli,Jath,Bilur,13.9,11.648,11.736,1.39,1.662,HIGH
Sangli,Jath,Daphlapur,6.125,4.917,4.995,1.096,1.434,SAFE
Sangli,Jath,Hivare,6.1,4.917,4.994,1.071,1.409,SAFE
Sangli,Jath,Jath,14.355,4.838,5.108,9.326,9.664,CRITICAL
Sangli,Jath,Jathh,9.2,8.089,8.726,0.718,0.718,MODERATE
Sangli,Jath,Kumbhari,4.1,4.137,4.228,-0.902,0.902,SAFE
Sangli,Jath,Shegaon,9.1,6.313,6.955,1.132,1.132,MODERATE
Sangli,Jath,Sindur,14.355,4.838,5.108,9.326,9.664,CRITICAL
Sangli,Jath,Singanhalli,13.7,4.906,5.124,8.671,9.009,CRITICAL
Sangli,Jath,Sonyal,14.355,4.838,5.108,9.326,9.664,CRITICAL
Sangli,Jath,Utgi,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Jath,Valsang,4.5,4.711,4.988,-0.56,0.56,SAFE
Sangli,Jath,Yeldhari,14.355,4.838,5.108,9.326,9.664,CRITICAL
Sangli,Kavathemahankal,Alkud,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Kavathemahankal,Kawathemahankal,7.85,6.609,6.839,0.539,1.798,MODERATE
Sangli,Kavathemahankal,Kuchi,8.2,6.754,7.332,0.72,1.124,MODERATE
Sangli,Kavathemahankal,Nimaj,5.06,6.301,6.15,-1.164,1.164,MODERATE
Sangli,Kavathemahankal,Sarati,2.125,3.553,3.879,-2.54,2.54,MODERATE
Sangli,Kavathemahankal,Thirmalmala Deshing,7.75,4.945,5.124,2.721,3.059,MODERATE
Sangli,Kavathemahankal,Tisangi,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Khanapur-Vita,Belavade,3.8,5.299,4.956,-2.359,2.359,MODERATE
Sangli,Khanapur-Vita,Ghanwad,2.95,4.155,4.35,-1.651,1.742,SAFE
Sangli,Khanapur-Vita,Kadepur,5.35,4.752,5.158,-0.664,0.664,MODERATE
Sangli,Khanapur-Vita,Khanapur-Vita,5.5,5.532,5.602,-0.418,0.418,MODERATE
Sangli,Khanapur-Vita,Mahuli,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Khanapur-Vita,Menganwadi,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Khanapur-Vita,Palashi,5.75,4.594,5.974,1.305,1.779,MODERATE
Sangli,Khanapur-Vita,Ped,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Khanapur-Vita,Wangi,2.75,2.603,2.642,-0.88,0.88,SAFE
Sangli,Miraj,Arag,3.65,2.232,2.467,1.115,1.965,SAFE
Sangli,Miraj,Bedag,3.35,5.172,5.229,-3.36,3.36,MODERATE
Sangli,Miraj,Bhose,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Miraj,Inamdhamni,4.2,3.89,4.143,-0.148,1.247,SAFE
Sangli,Miraj,Kalmbi,4.8,4.532,4.607,-0.229,0.229,SAFE
Sangli,Miraj,Karnal,3.3,3.958,4.144,-1.474,1.474,SAFE
Sangli,Miraj,Miraj,6.2,4.506,5.01,1.241,1.321,MODERATE
Sangli,Miraj,Sangalwadi,10.55,8.072,8.404,1.253,1.253,MODERATE
Sangli,Miraj,Sangli,1.6,2.804,2.862,-1.31,1.31,SAFE
Sangli,Miraj,Tanang,8.25,4.932,5.092,3.221,3.559,MODERATE
Sangli,Miraj,Tung,4.75,4.592,4.68,-0.507,0.507,SAFE
Sangli,Shirala,Shirala,4.85,3.37,3.502,0.564,0.613,SAFE
Sangli,Tasgaon,Bambwade,4.15,4.874,4.718,-1.39,1.39,SAFE
Sangli,Tasgaon,Kirloskarwadi,3.7,3.882,3.466,-0.89,0.972,SAFE
Sangli,Tasgaon,Manerajuri,14.355,4.838,5.108,9.326,9.664,CRITICAL
Sangli,Tasgaon,Panmalewadi,4.45,5.04,4.677,-1.937,1.937,SAFE
Sangli,Tasgaon,Sagareshwar,4.1,4.746,4.876,-0.93,0.93,SAFE
Sangli,Tasgaon,Takari,3.95,4.986,5.098,-1.52,1.52,MODERATE
Sangli,Tasgaon,Tasgaon,4.65,4.928,4.937,-1.1,1.37,SAFE
Sangli,Tasgaon,Visapur,1.375,2.173,2.391,-1.403,1.403,SAFE
Sangli,Tasgaon,Yevali,10.25,6.196,6.451,3.57,3.57,MODERATE
Sangli,Valva-Islampur,Ashta,5.9,4.642,5.062,-0.066,1.038,MODERATE
Sangli,Valva-Islampur,Borgaon,3.2,4.349,4.374,-1.67,1.67,SAFE
Sangli,Valva-Islampur,Peth,5.35,4.955,5.255,-0.295,0.706,MODERATE
Sangli,Valva-Islampur,Shene,9.45,9.468,9.743,-1.345,1.714,MODERATE
Sangli,Valva-Islampur,Wategaon,4.925,4.544,4.642,-0.104,0.234,SAFE
Sangli,Valva-Islampur,Yednipani,4.925,4.544,4.642,-0.104,0.234,SAFE
Satara,Jawali,Medha,3.75,3.789,3.95,-0.416,0.718,SAFE
Satara,Jawali,Varoshi,5.615,4.99,5.106,0.266,0.37,MODERATE
Satara,Karad,Bhairavnath Nagar,6.025,6.216,6.403,-1.33,1.852,MODERATE
Satara,Karad,Malkapur,3.15,3.513,3.607,-0.876,0.876,SAFE
Satara,Karad,Pal,2.05,3.157,3.45,-2.172,2.172,MODERATE
Satara,Karad,Undale,4.65,3.709,4.464,0.099,0.913,SAFE
Satara,Karad,Varade,4.6,4.902,4.774,-1.156,1.156,SAFE
Satara,Karad,Yelegaon,4.405,3.828,4.04,-0.764,0.764,SAFE
Satara,Khandala,Bhade,3.2,4.736,4.704,-1.883,1.883,SAFE
Satara,Khandala,Khandala,5.615,5.024,5.067,0.157,0.48,MODERATE
Satara,Khandala,Shirwal,5.9,5.716,5.548,-0.579,0.644,MODERATE
Satara,Khatav,Aundh,5.5,5.368,5.437,-0.073,0.838,MODERATE
Satara,Khatav,Budh,3.8,4.706,4.67,-1.154,1.154,SAFE
Satara,Khatav,Katar Khatav,5.05,5.001,5.191,-0.244,0.244,MODERATE
Satara,Khatav,Manjarvadi (Mol),2.0,3.463,3.461,-1.173,1.173,SAFE
Satara,Khatav,Mayani,12.25,9.044,9.231,2.393,2.393,MODERATE
Satara,Khatav,Pingli,7.7,6.56,5.859,0.237,0.295,MODERATE
Satara,Khatav,Vikhle,11.5,8.01,8.306,3.153,3.153,MODERATE
Satara,Koregaon,Arvi,8.925,7.993,8.19,0.309,0.885,MODERATE
Satara,Koregaon,Koregaon,5.475,5.4,5.635,-0.46,1.734,MODERATE
Satara,Koregaon,Pimpode (Bk),3.7,4.254,4.443,-0.574,1.318,SAFE
Satara,Koregaon,Rehmatpur,7.0,8.096,7.547,-2.596,2.596,MODERATE
Satara,Koregaon,Wathar (Station),14.1,9.843,9.576,2.344,5.784,HIGH
Satara,Mahabaleshwar,Mahabaleswar,14.6,10.473,10.685,1.286,1.286,HIGH
Satara,Mahabaleshwar,Panchagani,6.6,7.015,6.858,-1.8,1.8,MODERATE
Satara,Man,Dahivadi,3.1,3.858,3.876,-0.877,0.877,SAFE
Satara,Man,Mardi,6.3,4.065,4.404,1.793,1.892,SAFE
Satara,Man,Mhaswad,6.59,6.674,7.313,0.506,1.072,MODERATE
Satara,Man,Shenwadi,4.6,4.664,4.824,-0.451,0.451,SAFE
Satara,Man,Wavarhire,5.3,5.828,5.392,-0.609,1.048,MODERATE
Satara,Patan,Dhebevadi,4.7,5.276,5.417,-0.901,0.901,MODERATE
Satara,Patan,Malharpeth,8.65,8.29,8.7,-0.998,0.998,MODERATE
Satara,Patan,Manainagar,1.9,2.634,2.938,-1.226,1.226,SAFE
Satara,Patan,Morgir (Shivpurpeth),4.75,4.172,4.406,0.901,3.142,MODERATE
Satara,Patan,Mutlavadi,3.35,3.484,3.666,-1.324,1.324,SAFE
Satara,Patan,Patan,5.615,4.99,5.106,0.266,0.37,MODERATE
Satara,Patan,Savanthwadi (Jinti),3.0,4.217,4.472,-1.646,1.646,SAFE
Satara,Patan,Velkhandwadi (Tarli),6.5,5.819,5.864,0.358,0.362,MODERATE
Satara,Patan,Yerphale,5.615,4.99,5.106,0.266,0.37,MODERATE
Satara,Phaltan,Javali,8.7,5.632,6.307,2.23,3.286,MODERATE
Satara,Phaltan,Lonand,6.0,5.071,5.406,0.436,0.436,MODERATE
Satara,Phaltan,Mirgaon,9.75,7.378,7.665,2.606,2.796,MODERATE
Satara,Phaltan,Mogarle,7.05,5.994,6.749,0.023,2.01,MODERATE
Satara,Phaltan,Nimblak,3.625,3.816,4.308,-0.307,0.307,SAFE
Satara,Phaltan,Nimbore,6.9,6.478,6.884,-0.59,1.84,MODERATE
Satara,Phaltan,Phaltan,6.925,6.406,5.987,0.222,0.26,MODERATE
Satara,Phaltan,Pimpalwadi,5.615,4.99,5.106,0.266,0.37,MODERATE
Satara,Phaltan,Taradgaon,5.615,4.99,5.106,0.266,0.37,MODERATE
Satara,Phaltan,Tathvade,8.65,7.318,7.975,-0.056,2.641,MODERATE
Satara,Phaltan,Varad,14.5,11.29,11.031,3.696,3.696,HIGH
Satara,Satara,Atit,2.35,3.047,3.202,-0.967,0.967,SAFE
Satara,Satara,Chinchner,3.7,2.519,2.71,1.549,1.952,SAFE
Satara,Satara,Chinchni Kanheri,3.05,5.037,5.092,-2.752,2.752,MODERATE
Satara,Satara,Kondve,3.1,4.239,4.185,-1.59,1.59,SAFE
Satara,Satara,Limb Sheri,11.85,8.584,8.357,1.552,3.774,MODERATE
Satara,Satara,Samarthgaon,14.83,8.996,8.04,2.465,2.569,MODERATE
Satara,Satara,Satara,1.7,3.054,3.188,-1.241,1.241,SAFE
Satara,Satara,Shendri,0.9,2.681,2.833,-1.862,1.862,SAFE
Satara,Satara,Vaduth,5.7,5.464,5.727,-0.05,0.344,MODERATE
Satara,Wai,Surur,9.6,7.777,7.956,0.9,3.101,MODERATE
Satara,Wai,Wai,3.8,3.793,4.362,-0.336,0.496,SAFE
Satara Karad,Bhairavnath,Nagar,6.65,6.308,6.646,-0.722,1.303,MODERATE
Satara Khatav,Katar,Khatav,6.65,6.374,6.645,-0.796,1.228,MODERATE
Satara Khatav,Manjarvadi,(Mol),6.65,5.186,5.324,-0.441,1.584,MODERATE
Satara Koregaon,Pimpode,(Bk),6.65,5.314,5.69,-0.516,1.509,MODERATE
Satara Koregaon,Wathar,(Station),6.65,8.612,9.071,-1.765,1.765,MODERATE
Satara Patan,Morgir,(Shivpurpeth),6.65,5.614,5.816,-0.486,1.538,MODERATE
